genes,NK_58,NK_59,NK_60,NK_61,NK_62,NK_63,NK_64,NK_65,NK_66,NK_70,NK_71,NK_72,NK_73,NK_74,NK_75,NK_76,NK_77,NK_78,NK_82,NK_83,NK_84,NK_85,NK_86,NK_87,NK_88,NK_89,NK_90
IL17RC,57.14280693,41.20261504,59.94730533,39.32396801,69.43725447,43.55749253,79.81699172,25.77097116,33.60700331,85.84260786,26.77645377,56.83631047,39.21275226,41.49584555,41.29167392,41.12913998,41.13809264,41.67952699,22.14215907,31.28892094,34.64057566,8.855949529,33.17954046,31.17900535,31.56060596,61.76433037,26.88385272
IL17RD,33.68746584,10.21257664,26.27134212,9.313109879,6.235084016,24.21357171,18.46482904,5.39552745,5.924695465,20.08276488,8.231127132,22.4650287,9.263529629,11.02841074,15.41209416,14.42041721,8.332174189,9.715862009,31.51989885,11.88805673,28.72709094,5.886091625,5.497855542,17.05112472,15.03886725,4.430572101,5.947799438
IL17RE,184.270204,111.1187142,56.5965811,29.60180001,50.67994311,137.3146744,79.28824018,26.05768476,21.36438674,56.1434183,46.93684614,102.7577218,25.81495181,33.30980493,40.5544128,37.12582036,47.63516232,60.01998278,48.7475903,24.4430261,99.60815799,38.43908261,90.08980826,130.208426,112.1907561,26.20921067,114.2474378
IL18,3.877844626,8.168198917,9.401643655,13.32996419,4.109819405,5.262670247,6.115570123,16.52480108,11.24221963,14.73567252,8.135629614,7.563484302,12.25598048,8.928024586,14.39275632,7.827154921,9.238361497,10.4491885,11.93746005,11.99216306,9.912946883,14.04423367,7.597359027,10.47167992,6.31878422,10.22447598,15.8062256
IL18BP,111.1470618,133.2181646,125.4455079,110.2354166,108.7511616,76.30729074,112.9296101,104.3382984,119.3005596,144.3345625,135.2832112,103.043522,101.7562783,119.8652783,90.57914397,114.0735891,100.6011509,107.1219264,101.5912966,117.8421625,127.5032314,114.3074005,129.5408226,97.78816732,126.856796,125.4929928,140.6366695
IL18R1,293.9667146,597.167152,370.7281872,759.1983254,716.4667784,393.6811976,322.8114632,614.0004914,642.9077804,266.8277678,550.5504646,218.3579125,498.3049171,587.0534282,247.1021923,206.9409002,531.982877,471.4277914,290.8378046,574.8995136,299.5371222,627.1635918,543.2716676,356.5147609,269.7215531,670.7233419,656.0240977
IL18RAP,71.52228879,233.9389054,101.8120844,242.6716894,352.001313,126.0056837,98.84060937,169.9751462,260.3154266,63.73310307,426.0922497,54.2116871,301.2505364,382.9101254,76.12339499,66.42000839,356.087998,356.3764021,70.59142306,216.972742,86.85801033,244.8275329,211.3032285,98.19549955,60.32119063,233.7188038,245.2558944
IL1A,467.716009,69.63419337,420.4562849,110.2796666,54.98468757,403.6203207,643.7867169,82.29603394,75.14946873,464.7580359,90.05060102,534.5725694,129.6025236,90.86369065,517.6108325,360.278063,92.48977658,73.81315236,905.6457314,109.907955,1040.095294,194.5600912,173.0430273,614.7184602,987.8163242,217.1979987,61.60151811
IL1R1,268.1056849,149.1425393,214.4621141,44.02817074,54.52269614,251.4845569,267.580097,41.15828604,164.1072311,290.0112388,158.1369835,433.9514998,87.59162323,81.12012667,371.7466677,579.6559322,87.10997338,146.9371106,381.993426,131.731723,330.9992184,69.78968911,72.02815275,353.7589897,458.6341589,74.4978043,139.6484741
IL1R2,218.5988498,405.5320141,221.9203257,106.9939937,66.10250319,253.7946769,291.2398579,107.9677026,498.7797209,491.4565288,423.1836269,649.2192646,224.8916054,230.0534051,673.8053158,696.6894952,254.6899108,401.5553358,711.8744441,630.7598411,577.44831,201.5402247,176.2928312,538.0065773,816.0659854,232.961865,723.2141025
IL1RAP,578.4221542,1500.523294,597.4569696,1289.262216,810.0122971,595.042952,633.0093503,1148.607363,1714.746981,815.0806461,1390.819997,825.2909443,1225.988729,1092.729047,943.8933178,809.9303284,1091.601071,1591.685955,994.2804292,1847.002367,957.8858952,1653.170718,1540.454121,895.5349953,956.2387106,1792.975426,2073.022414
IL1RL1,6.585783108,50.49781291,5.052992365,15.10256824,13.38446901,1.41707518,5.236827197,11.98831507,20.07441443,5.53572778,7.787433832,4.813392266,7.044937951,17.98512149,5.815378121,2.987459179,17.09134466,12.38090612,8.79324094,39.05147132,7.299334826,18.0235963,21.37524425,11.48533474,7.006053476,28.90499665,37.59690505
IL1RN,344.9018364,168.8134449,439.3475991,150.2035395,86.20203364,356.0487556,384.6917286,144.4257323,237.042839,773.396272,383.8088053,1086.611119,338.7931746,280.6524805,817.0604446,722.3458819,288.3187797,331.2803909,442.9687148,372.8351319,614.7389128,253.0432184,364.1497388,472.0794918,565.7531885,233.5351662,442.6955312
IL2,697.4384054,26.71279444,204.6520063,45.71222065,23.78613561,350.7803201,440.7839859,38.81310644,26.95412179,350.8700511,46.35043585,258.595794,37.6630257,29.35082194,266.4128759,146.3153175,20.43098706,29.81517708,545.6885643,94.62516463,400.7914717,51.66108362,32.2556727,302.8106214,496.9238583,78.37806223,84.18434102
IL20RB,36.44596008,11.11208011,29.95132662,26.8447302,34.71759245,23.93201554,19.76717774,20.04697984,13.40261863,36.67436293,44.59669831,33.33666779,17.61636059,20.64271749,17.48706179,43.61187161,15.11146892,10.54663601,23.40133614,21.7083926,21.88361235,18.90935174,26.68792066,16.95355595,15.12173739,15.39171409,35.0032506
IL21R,1490.468324,2131.50984,1877.360507,1664.738663,1915.320354,1669.372274,1647.23423,1603.35703,2398.571948,1520.457737,2160.350976,1374.108301,2041.18326,2247.912244,1852.875204,2094.877256,2454.834417,2406.999288,1673.334321,1521.290547,1960.655022,1770.228648,1644.302479,1970.560052,2228.349792,1797.691815,1843.255057
IL22,535.5164195,592.2300972,259.1137923,743.4088228,446.778515,283.4387111,741.1773583,864.9950101,454.5836546,1150.822805,705.0442517,1961.701749,2153.040884,1105.934325,1371.310922,1100.466872,1347.360318,586.3340378,749.4528982,906.6117192,586.2466649,668.5024326,454.4919716,378.1699713,1127.209531,733.4953451,623.7408774
IL23A,193.4360661,108.1770012,200.5319078,132.2671512,119.2923733,181.8736842,158.1129802,136.6278708,137.9002249,204.031911,156.6991995,264.3220554,169.4362788,91.52646146,183.0025574,146.0479199,104.8146088,176.6853975,285.2656052,250.9136244,295.6173224,194.1741042,232.9502389,255.5945032,246.8052032,203.7201677,244.2642637
IL23R,432.6489227,308.324773,339.148194,209.2142051,151.1976598,340.4620063,477.1724699,240.7772042,396.8208444,388.8791296,315.3340169,477.4421079,217.0727771,241.352172,439.4630321,536.0783271,251.1889169,460.2714032,440.4034621,328.4543358,431.6203272,223.3974643,154.6119479,405.5994821,524.322265,238.8099273,379.6646848
IL24,206.8035298,90.14471458,111.7591389,73.55543292,142.2599745,141.1775618,186.2212629,71.62562909,92.6640607,109.151035,95.020046,106.0639814,69.2582486,77.33582623,84.41912671,73.22782293,88.74365081,82.01745088,112.2849687,114.2898124,106.2108248,91.6152589,74.09015773,92.02838463,158.930918,70.88217656,99.15942496
IL26,1412.935604,1710.449743,514.3073638,793.9784278,371.6948786,648.2026012,1814.580066,740.5000383,1962.504164,2256.639109,1667.383213,2750.312811,1365.174825,1105.451488,2541.580128,2314.299718,1215.673422,2180.268351,1606.883922,2473.314525,675.7098146,654.9486549,385.5665273,869.1871285,1762.857324,784.990835,2289.266967
IL27RA,1547.581851,1296.790759,1778.012806,1401.377575,1513.329052,1765.743414,1566.772504,1601.446625,1443.834833,1754.908383,1435.323281,1693.966936,1621.687362,1649.1421,1747.867369,1744.236558,1466.203867,1652.105383,1553.062313,1556.003942,1852.477109,1636.990234,1682.067633,1956.622877,1866.927257,1737.623736,1896.942193
IL2RA,12047.44839,11908.54885,12282.10311,9577.610166,8495.834811,12503.02878,13049.61841,8887.73447,13563.95234,21362.45748,14813.14137,23336.16708,16249.07531,15305.15463,20943.28312,21405.88704,15035.96665,17824.08009,19891.99013,15977.56571,20559.10727,15389.40678,15875.01132,18116.79332,21040.3342,16293.62512,16510.20027
IL2RB,822.4755604,842.143922,843.3244664,536.4318173,573.6901748,942.8333628,754.1930261,593.596181,1060.59637,1137.310132,1138.777359,1084.887702,1196.247339,1061.199363,1291.283444,1259.50401,1071.889149,1380.227148,997.7074243,1141.970763,1212.542836,963.5161244,966.1430471,1279.256634,1355.021474,990.3969078,1424.569211
IL2RG,6974.770348,9646.701432,7257.515335,8098.730143,9213.477059,7825.352361,7617.754082,9300.547943,11186.02625,7861.669502,11288.92117,9257.006374,10907.47843,10812.70601,8814.237162,8968.928971,11224.78351,13014.38935,7656.078994,10602.89052,8616.044585,9523.723365,10969.11871,7989.502748,9378.100342,11025.45061,13483.89801
IL32,14586.03358,37166.62329,18497.33745,35036.96039,35384.99267,17409.65508,17161.4044,43288.91438,47901.39331,19342.27673,35762.99647,21062.22165,34596.53663,34987.93747,20697.37234,21397.43137,36379.04373,47903.38552,19292.46677,44710.31222,20281.12414,41810.27755,42019.45996,20874.7312,23371.13211,52302.41709,54402.29902
IL3RA,131.4414964,128.8116259,153.5626977,111.3568117,112.4235136,128.9711884,165.2690768,139.5738636,78.25727664,146.7299939,161.2663919,121.5684456,126.2774305,147.3977815,136.2772566,119.3615198,156.9149499,148.4436942,103.2988226,154.7625935,149.3566848,183.4925908,166.4791853,116.0772149,142.1638651,186.2408839,140.2711981
IL4I1,266.0982109,108.3386343,359.81911,86.35578964,108.2081235,346.931253,254.5983043,114.3929237,90.9950398,915.7519133,294.5906845,941.7040996,223.2957527,224.9825035,767.360131,872.1666407,259.7991679,232.2146207,448.7129466,205.4047878,729.5241867,221.7633275,265.5399283,539.7064056,676.3803794,232.0548435,216.1255762
IL4R,630.9784837,513.0480006,738.6125675,415.1957886,488.7408897,658.5590518,555.2139475,429.8674316,569.0245156,602.3824799,530.7972183,559.5665838,729.2552211,595.4555473,680.8362298,512.6580362,562.0520772,514.6236683,545.7596785,617.3941488,680.8862552,616.6568122,745.5870541,666.0196812,681.931019,663.0813189,704.3159772
IL6R,76.85861106,125.585405,89.71964457,63.74556204,52.14832467,88.82057464,82.62863901,63.5513118,129.8234329,71.72752771,91.53382095,81.21481393,55.28135221,61.49976532,88.85721381,97.15241814,70.8460739,103.9956231,120.1591748,99.23065697,129.1004304,69.5875833,74.40316048,118.459903,132.3670291,77.17897614,123.8333419
IL6ST,249.4654134,281.2766533,194.3304275,272.8983762,311.3546467,259.5185763,216.0918723,270.7001731,274.0541175,140.8265949,195.1960434,199.5592027,181.0439304,213.570563,202.4992845,186.1346712,203.7971407,164.2934324,273.940545,270.2903135,327.7468263,238.433477,327.8933881,193.1512227,248.1915177,285.2758874,374.9116899
IL7,14.76378778,8.941265268,5.76757956,11.23357327,6.033043564,7.543285341,15.65553602,7.119298045,7.387396435,21.05056426,15.85579159,17.33101207,22.3117381,13.37514846,10.2769909,21.92580642,16.72339671,10.66506608,18.41200711,10.44559668,5.152994312,9.713363822,10.62220226,18.61670699,18.43625855,13.95910945,11.09979402
IL7R,1345.092805,324.5009744,1395.609879,428.5676074,502.4112642,1429.197916,1316.470976,350.5914493,339.803052,751.6743687,274.6931263,902.530577,302.195842,253.1416348,686.7499071,774.0205179,260.7701635,234.8957825,873.9609446,421.1782132,1087.749019,372.0921128,442.6071663,1083.009363,848.4906784,385.9347122,363.7299717
IL9,1474.837204,90.68198082,1064.005579,53.30481678,21.69413262,1290.701793,3131.048195,34.30200497,76.13811777,3388.403572,85.31384615,3844.60589,120.6992583,133.3797648,4375.887703,2113.678152,108.0624885,66.63438819,1862.300282,85.20717413,1371.444001,43.64882764,35.85836989,1107.6144,2473.503113,44.67636799,36.9119999
IL9R,14.46043453,34.27600352,17.94043542,59.58379049,54.93036602,50.19580868,29.50525455,59.19838857,64.73903698,37.52268081,84.55340801,14.86256279,69.2709714,106.4380371,20.70594296,52.10608657,67.70535313,92.88810785,21.28456942,25.44226134,41.28429031,29.11958722,52.30094105,42.52608088,36.6943745,22.67456549,24.77800279
IL9RP3,11.46403489,7.611553846,7.708926645,11.49794397,20.44039258,7.8349442,12.04834432,5.507173269,9.701299427,16.37574912,3.725856215,18.17863539,8.207830852,3.483696641,14.64078496,17.52652409,13.11908321,9.393716148,13.74230402,6.30532179,10.27808084,14.40933649,9.571765152,6.781794176,9.25600087,10.4993492,14.62681753
ILDR1,18.70742388,16.32374303,21.01691483,16.57828655,6.835884399,21.64171612,34.90817428,12.68792286,13.63068348,16.62437272,18.49340535,21.96767071,22.53185207,30.76753588,39.06097349,20.46351398,32.00403714,27.68850012,18.30737449,13.92987107,9.533335044,18.29722554,14.72757505,20.42889124,13.6939809,29.35102539,11.24902455
ILDR2,121.6699428,54.93992364,87.02880008,37.70230963,64.52851858,90.73498388,142.3554582,62.58165905,54.01551686,68.35225361,28.24872797,84.51163086,39.8727996,20.12579684,89.86291774,74.78525786,50.8323844,26.62007997,119.7394717,163.2860803,125.5990725,76.085994,99.51747665,93.74994896,156.8704713,60.43008223,147.6206769
ILF2,1834.803692,1564.851456,1759.280732,2489.050869,1936.854681,1812.920568,2094.586864,2634.03719,1841.467219,1837.01794,1344.44032,1955.497532,1944.360479,1725.142714,1796.035312,1836.088648,1521.955013,1537.26482,2400.35155,1862.274465,2193.820845,2773.150118,2599.917267,1794.392773,2220.040068,2956.121804,1575.451908
ILF3,1239.403301,1146.181659,1238.304154,1353.866714,1189.393186,1250.517906,1276.935554,1478.942246,1156.380123,1303.278777,1014.409889,1237.823585,1394.797531,1250.257895,1249.391583,1160.611972,1100.932269,1068.550962,1269.671884,1185.130324,1261.977086,1484.848475,1400.37743,1404.460174,1421.245435,1519.635916,1112.708516
ILK,1379.777572,1553.794506,1632.118395,1423.305854,1444.685755,1515.113335,1414.895707,1535.752482,1559.199697,1783.604464,1598.92882,1961.960118,1805.521644,1808.114093,1765.767892,1944.495256,1740.480578,1839.056388,1513.287094,1558.745846,1774.799086,1639.965784,1800.085852,1675.922825,1717.018657,1774.848295,1644.439254
ILKAP,281.4162837,315.334454,352.9380098,324.6647625,278.4751919,276.5872801,298.2344278,350.5950945,313.9084381,289.3827268,262.7489156,313.2917567,274.6510505,259.6650437,261.0788899,358.380418,221.960785,254.4940294,333.4468477,280.6376963,281.5311992,306.5558233,272.0183185,324.8167004,290.2099151,275.3208388,258.708743
ILRUN,2308.067978,3207.625506,2502.960833,3362.526681,3544.26313,2435.631228,2230.003099,3768.566147,3909.206283,2261.054419,3061.154191,2447.783083,3304.142058,3128.835294,2506.050897,2703.120293,3189.091995,3567.752941,2507.110729,3560.637869,2651.292267,3492.828277,3384.061331,2683.276481,3068.057913,3397.505097,3749.441503
ILVBL,328.9065662,431.3957042,403.6480187,402.6091081,407.4835474,362.8601963,347.0154292,425.2843629,393.2303869,323.6603884,371.8340299,349.3027038,473.4335052,369.5001142,352.3887361,360.4489159,389.320904,401.5422542,375.1924535,402.1656354,404.1029295,467.3462476,556.7060687,479.592072,466.0774813,479.7174137,550.3348957
IMMP1L,204.3591458,174.6739914,165.9527815,196.123554,158.2378589,154.4825421,205.1775396,189.030602,168.5534095,231.4733031,151.8298874,219.0271647,239.9355301,203.9073544,174.9626298,196.6765305,196.6810293,238.0327052,169.9592415,188.2749171,168.1325217,196.4758251,178.8866605,166.5401248,221.1888727,212.1766373,178.0813964
IMMP2L,205.1192384,145.0580953,196.2130245,127.2774477,149.5812983,150.489185,157.1142253,163.8456999,137.6820812,254.0035764,217.0905325,216.7851314,228.4213988,196.3677226,177.4574091,166.9122465,253.888106,168.970666,223.0184103,346.6089266,156.7816605,166.5372389,211.0715027,189.9173632,182.5912727,166.2748316,248.925635
IMMT,2564.372274,2275.866156,2515.448609,2946.364082,2678.03667,2435.47929,2624.269191,2934.949572,2607.949105,2692.442837,1938.130501,2727.985007,2656.406098,2336.899539,2590.994073,2520.754669,2092.279683,2321.867612,3003.252375,2701.565602,2756.935883,3222.668326,3584.360426,2836.507572,3000.651382,3668.895251,2854.47557
IMP3,934.4320839,1245.466067,1045.262804,1518.635581,1288.288507,1016.206583,912.2035661,1317.210316,1434.209437,1145.514496,1240.735604,1098.889038,1512.406249,1444.255226,1141.503842,1105.873001,1374.794243,1458.298156,1039.194511,1583.992732,892.64455,1297.959813,1187.309219,1090.527171,958.3428058,1375.080153,1379.127381
IMP4,416.2862221,313.556366,421.3557492,590.2470026,391.2806619,426.6085293,407.8034019,494.9287365,324.0671556,447.2104221,306.1954427,365.9706139,404.6705359,368.3904878,346.4667272,322.5236178,304.9358581,310.2832483,508.2071984,425.4872231,426.0845708,473.2615811,435.0821443,579.5663406,447.3356727,498.0576731,402.649854
IMPA1,296.9003533,363.8295721,281.2854269,484.7738272,339.4097033,310.9435757,322.4800273,410.2293775,422.47056,354.7160992,342.3765305,384.3244631,393.2680029,370.4004394,367.7172382,361.3084035,368.9718647,386.4875149,366.0457084,464.7860634,378.9553331,464.1071135,437.7028598,314.5429028,318.4027531,435.6730309,462.7127364
IMPA2,200.4165725,586.6177846,200.1594611,310.0394525,228.0755522,217.9419339,183.4746583,333.2213433,598.3554689,249.6550016,425.8011394,234.5489123,333.0389258,284.0612046,256.187984,278.4419937,341.3026959,652.024787,232.3271583,415.204998,224.6688032,367.8138512,324.241962,257.5277342,291.3775672,324.8094958,568.8222152
IMPACT,87.93222077,71.09775004,91.95945431,106.3193957,85.18136833,101.8838096,88.77428928,79.63148187,73.38035607,74.60528868,71.56637497,59.12891913,79.76058024,87.70790672,66.81161372,52.65289677,80.40877244,87.19279375,69.32553789,52.2591589,66.67994457,80.88896521,64.91936575,70.56994595,70.47115722,76.45155814,51.05091804
IMPAD1,308.3617478,385.5601132,271.6249135,320.8486272,303.739347,294.5118758,308.9905701,339.0755622,353.3700601,331.8319521,304.202458,407.3782087,313.6348358,292.9139311,418.0506685,398.5619017,322.1663492,304.4610786,338.846486,450.4908521,322.94373,302.1652615,311.9863285,339.6412789,381.1214508,316.0333502,465.2808501
IMPDH1,1094.313207,1340.773663,1263.832889,962.3093926,970.9465041,1152.563083,1164.786642,1224.32427,1268.387632,1155.771112,1227.783099,1087.334414,1374.775184,1155.811168,1045.697607,1027.661913,1288.797602,1251.211533,1249.304984,1230.065991,1315.048233,1121.621349,1053.204591,1355.773066,1397.720325,1142.081586,1309.817413
IMPDH2,3055.536501,2523.499351,2750.751312,2941.935701,2731.37181,3188.075323,3061.175409,2914.373365,2862.400839,2941.466724,2323.719156,3086.35864,3379.490398,2957.125998,3106.70599,2906.66683,2689.756764,2876.16355,3187.611297,2721.582398,2986.272286,3162.347075,3298.97013,2897.393666,3293.052963,3381.716491,2881.631217
IMPG2,104.524331,92.06136956,94.14535429,117.2242306,118.7573504,99.18987795,72.54780199,46.58904976,91.87045062,131.5451274,161.0274687,79.25389861,180.730101,165.0179324,105.1020501,114.9182406,135.9470467,168.7055938,91.37394888,87.00189984,63.87506726,102.4038396,111.7010549,94.03774247,95.76794902,117.7966744,113.6230717
INAFM1,69.77919263,72.37953831,109.2158929,82.25924926,78.37806223,75.3154009,74.28474158,65.64503531,98.8772696,140.1273735,76.78773562,86.62220547,96.95725839,76.3695173,110.6439687,94.14620263,87.62332161,105.6048293,60.4428172,81.83890858,70.07267177,53.49084169,58.34766431,107.9195928,59.94701447,57.77926714,62.72375392
INAVA,42.51806394,18.56050424,74.70526406,18.6981159,13.34050153,45.21933905,51.16232777,18.47567284,19.13889988,62.69032918,13.68591512,58.08271554,18.45830278,12.44854307,57.12803492,59.05175371,12.35119734,19.16704463,23.66285098,12.04027134,22.52071927,10.10910241,24.19141077,28.15446829,41.04694655,15.32869528,10.09125009
INCA1,78.66554621,32.86887105,68.6777562,44.08671263,42.14936525,74.73198821,74.27789369,44.84266143,34.10898691,67.28747131,74.44644226,63.96758002,81.8299463,67.4025842,75.16410735,69.12688446,71.96063439,43.50230681,74.39846755,48.17073393,62.94653241,56.24847197,74.21798872,83.63430957,83.6326864,40.41393711,65.94365742
INCENP,556.6466465,711.1617893,666.551252,677.055364,638.3381225,553.9285162,570.1394421,822.5097669,628.1520462,680.5243623,483.904988,609.8324035,755.3455611,596.4585197,668.6470199,633.1041315,617.8179598,538.1061555,598.7711911,696.1599461,686.6799359,873.1471506,850.3635805,777.8127103,845.4795209,911.0446806,729.2016421
INF2,614.6882085,626.257428,732.7681564,632.4207966,543.6679607,627.7746662,600.3325156,613.5354947,492.0980536,820.2227789,475.6900373,581.032076,573.0916238,573.2962373,634.9173536,552.7816826,493.9988935,479.3109205,602.4267407,633.7196763,651.0190727,737.7248383,655.709506,774.4160269,608.7381614,638.3717505,522.0166454
ING1,262.6793536,352.4368581,304.7486458,353.0451775,288.6031028,285.5017938,303.905716,405.5485989,368.7893031,385.1589127,280.9588433,332.1136019,273.3919588,281.9979764,323.6027371,347.2317356,284.375822,335.5614092,254.6489574,419.1192572,275.5123157,261.3892501,273.823793,358.3829021,328.6784368,307.8203924,372.6888894
ING2,412.9705234,473.7683459,357.3524824,439.4389684,434.19521,406.0397052,435.2236064,509.8913311,475.2635667,387.7379134,436.4973243,504.8996965,461.9788518,441.6011136,468.3158318,475.1192994,418.9406308,460.8399569,480.9559648,515.3615162,337.2535923,367.4782364,375.3329141,421.9303336,399.6044946,423.7104793,456.3044775
ING3,797.9358746,779.1368826,715.6919786,745.839296,762.9966962,877.3702635,742.1587467,799.7842165,749.7459429,839.9100379,760.0312877,1007.505501,975.7860174,843.9536746,914.5954933,1129.876991,886.0197208,833.4165851,791.8223614,955.7410667,813.297292,751.4107783,893.3972478,730.4602719,898.3737728,844.7068851,923.8955831
ING4,251.6366063,331.2096736,347.5707822,312.5883065,368.2031095,332.6038366,299.8485113,292.953119,314.8869155,247.5365926,448.9045783,278.2776052,377.1833023,456.2801241,280.0261989,273.8040545,480.0337395,412.3544024,267.5454159,247.4974756,300.4960049,298.6233154,304.994412,318.8179395,310.5296035,302.9609416,284.2219174
ING5,249.4128524,129.0676828,212.9472074,131.9028567,124.0359057,196.3187285,139.509833,132.887261,110.1982116,166.599008,142.5416777,148.6569393,152.7435871,177.3287934,154.8966358,225.6740932,151.6314285,136.7975896,173.8722636,120.2923428,243.1475088,146.4629552,151.5680647,202.0955858,175.4136249,186.6064444,117.1853166
INHBA,9.175539579,12.16127007,5.397472546,5.288879112,6.324208798,8.199312801,8.682761764,4.70418892,13.71313954,19.28682819,16.40900665,28.24680915,14.62754752,10.49835949,26.70276071,18.80736722,8.728090132,21.40629187,37.96255004,18.18528965,55.13757834,20.31934511,31.69644203,34.15464756,25.77672371,22.72696292,18.17745098
INHBE,8.624847811,8.487501945,8.861052072,7.869009227,8.395486916,8.502947322,10.26217053,4.167424319,5.461972309,8.873633697,10.00854256,10.00430471,5.960081258,9.812358877,4.055309431,5.637794922,8.808516098,5.291445915,9.281004762,6.325778324,7.607587383,7.723784969,7.413948018,5.917833063,7.743887533,8.410473355,8.984212178
INIP,374.3616912,349.6825515,422.0496741,400.0756462,429.5514107,420.0403172,351.8798276,411.6227755,334.0263256,394.3751941,324.9414551,405.0648251,374.5477902,257.730238,368.3358472,352.0362051,327.91248,329.6140661,366.0081593,378.5171873,356.6961911,356.9190265,329.2509973,366.6038178,382.9645389,506.5577703,304.4121221
INKA1,11.80815779,7.405858577,4.830652252,9.40612823,3.699235121,15.11052624,13.36128631,8.835764702,6.931953611,7.907030557,4.789386949,16.66259274,3.96774965,10.66275989,16.80453829,12.25943002,4.893182189,6.127684423,7.501561846,6.61381183,7.006320573,5.374237206,9.995709682,12.76115494,13.00772719,10.82718279,11.10024797
INKA2,29.45282269,47.27645648,42.24243225,37.51935184,31.59766401,44.77479743,41.11143998,16.37688424,32.91606564,32.08648835,34.82462711,22.03393101,24.03888374,45.73107729,35.06719184,34.09612778,18.54238608,22.20803744,52.15743437,34.78077079,38.61249837,36.70416813,20.89343798,44.38440647,31.4142014,23.43751973,57.62488255
INMT,3.202634144,5.401402281,4.696324184,3.305411756,3.319283833,4.102817551,3.117587387,2.808841078,3.299929036,4.718911124,3.746111913,4.263732711,4.611480509,4.221445241,4.350686309,3.609284832,4.410652194,5.883240446,4.235742831,3.220701599,5.47382761,4.512131144,3.003783847,4.014657741,5.080547585,3.153666274,4.963861973
INO80,51.78376655,28.79247693,37.80824557,29.66430341,29.33782472,16.74758304,21.82420203,37.23096229,10.46623027,33.79202729,30.86029611,29.91084991,24.94159807,37.47210192,35.93433294,31.84548635,19.07575165,45.9551614,36.5593116,20.69110803,59.11080652,29.34061081,68.55642622,34.92533382,51.58304377,65.05815481,25.70882911
INO80B,408.4750076,473.4856854,457.7163446,371.881714,377.2115393,364.68524,360.0725974,469.1322921,495.9050133,413.0847527,642.4382582,448.4977695,574.1655655,578.6182431,379.1791956,585.133497,609.0462593,599.1577149,403.0793319,436.4422624,378.9955241,313.8516536,347.7563384,400.4157744,367.9370123,338.0113779,425.674837
INO80B-WBP1,164.4323102,163.1347139,172.1791929,239.8467366,230.0918383,83.04566753,196.9400883,202.0238765,209.0556175,230.6929331,207.217782,216.4075466,148.0321779,238.8624062,233.5121812,266.1727372,290.7102239,240.4338145,158.7073354,237.6260185,289.3345904,203.2661257,166.2092657,207.4573556,233.8651369,328.8160704,313.9891724
INO80C,275.5386709,203.4858972,216.2695885,192.668245,172.3150617,246.0244691,241.2792435,151.9161038,179.845344,240.8960621,155.7994143,235.4462607,165.0118703,145.9349878,258.3976251,169.7881544,116.9014488,178.0215397,261.2037864,209.1665002,261.9990917,224.7147478,251.611142,238.0775871,224.0068439,185.6378392,212.6653233
INO80D,216.0801895,211.854946,235.7906989,201.3136239,234.0860254,216.675917,212.1975222,202.3135307,186.1642188,218.7616442,219.1033906,233.2517347,214.1178112,194.4273006,220.4476061,214.7733234,221.065181,182.8779086,206.7312964,206.1631964,214.1566995,184.7591495,182.2901756,249.5909822,177.6279747,161.1975493,204.3741613
INO80E,539.6405687,530.0986293,558.4359463,665.1970683,587.2438951,561.8822439,647.6151834,778.5770452,754.0241914,720.6555238,524.2953717,505.8444479,726.2543049,747.9982061,686.5928389,590.0858282,636.7256178,636.317946,737.5740049,769.9665707,653.6465864,617.9665765,679.0241144,683.6134633,874.3953993,846.1666409,687.4695483
INPP1,78.438389,120.918569,78.3125706,90.81690714,82.78864493,108.7418901,79.38348532,76.85552121,93.43414719,98.29499132,125.1563778,105.1413242,126.6371603,97.74174796,100.1446819,113.2157608,108.3544805,123.3944759,112.0192606,125.6255411,109.455148,101.4168809,112.2874592,106.6028353,112.0526532,105.7926802,94.82700068
INPP4A,566.6436774,898.4976997,607.818173,863.5386855,969.9092789,606.6417586,457.654165,916.132208,1042.188121,470.5284023,927.9787764,413.9698822,842.4428446,867.8663038,465.9834802,469.8928483,917.3249059,928.0167275,517.4924485,1004.968105,656.349304,885.4812818,939.463304,626.1376311,555.3451951,896.5666341,1030.650876
INPP4B,230.3211361,139.5710581,242.256573,233.16994,256.8090084,241.1408068,218.6220338,185.6110769,145.3962248,215.1510394,159.0648219,201.0592639,256.384636,230.2845799,212.7936073,239.5875282,222.3721029,164.9282815,175.0878302,135.5388852,192.0723448,193.6845411,204.3167965,193.6638674,160.1105985,179.8772596,154.2325008
INPP5A,82.46082557,84.3839081,95.70358081,84.89342993,90.40082289,86.49752814,89.19531319,170.0314724,107.1823097,71.07321224,56.26091067,99.57895704,72.67261928,69.37745435,88.31698399,45.78090255,77.51072275,61.01922706,87.27865717,98.27189699,81.95993869,97.16743632,97.66583036,89.5674731,66.35236576,107.1442784,125.516046
INPP5B,1548.268533,1500.804143,1280.028307,1144.458949,1186.552319,1364.853132,1184.153178,1381.653368,1201.382634,1344.81313,1104.05781,1448.817337,1351.49457,1296.188658,1431.825536,1312.853299,1382.582639,1227.493781,1253.963813,1545.652192,1487.114483,1334.209959,1336.496181,1465.634852,1370.940269,1379.175179,1564.970774
